date,store,cash,total
2025-11-03,Красная,non-cash,8599
2025-11-03,Краснодар Оз Мол,cash,4050
2025-11-03,Краснодар Оз Мол,non-cash,7600
2025-11-03,Советов,cash,4275
2025-11-03,Советов,non-cash,9100
2025-11-03,Черноморский,cash,2950
2025-11-03,Черноморский,non-cash,6400
2025-11-04,Боба Рэббит,cash,5075
2025-11-04,Боба Рэббит,non-cash,19525
2025-11-04,Галерея Краснодар,cash,3400
2025-11-04,Галерея Краснодар,non-cash,7550
2025-11-04,Грин Парк,cash,3925
2025-11-04,Грин Парк,non-cash,15335
2025-11-04,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,750
2025-11-04,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,7885
2025-11-04,Красная,cash,1264.71
2025-11-04,Красная,non-cash,11590
2025-11-04,Краснодар Оз Мол,cash,3575
2025-11-04,Краснодар Оз Мол,non-cash,2130
2025-11-04,Советов,cash,1700
2025-11-04,Советов,non-cash,7950
2025-11-04,Черноморский,cash,2000
2025-11-04,Черноморский,non-cash,9450
2025-11-05,Боба Рэббит,cash,2900
2025-11-05,Боба Рэббит,non-cash,6605
2025-11-05,Галерея Краснодар,cash,1700
2025-11-05,Галерея Краснодар,non-cash,5375
2025-11-05,Грин Парк,cash,1200
2025-11-05,Грин Парк,non-cash,3150
2025-11-05,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-11-05,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,1240
2025-11-05,Красная,cash,1850
2025-11-05,Красная,non-cash,6325
2025-11-05,Краснодар Оз Мол,cash,750
2025-11-05,Краснодар Оз Мол,non-cash,2500
2025-11-05,Советов,cash,0
2025-11-05,Советов,non-cash,6500
2025-11-05,Черноморский,cash,2250
2025-11-05,Черноморский,non-cash,4225
2025-11-06,Боба Рэббит,cash,1950
2025-11-06,Боба Рэббит,non-cash,9445
2025-11-06,Галерея Краснодар,cash,450
2025-11-06,Галерея Краснодар,non-cash,6775
2025-11-06,Грин Парк,cash,800
2025-11-06,Грин Парк,non-cash,6620
2025-11-06,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-11-06,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,3900
2025-11-06,Красная,cash,3150
2025-11-06,Красная,non-cash,4125
2025-11-06,Краснодар Оз Мол,cash,800
2025-11-06,Краснодар Оз Мол,non-cash,1875
2025-11-06,Советов,cash,0
2025-11-06,Советов,non-cash,100
2025-11-06,Черноморский,cash,1150
2025-11-06,Черноморский,non-cash,4150
2025-11-07,Боба Рэббит,cash,2400
2025-11-07,Боба Рэббит,non-cash,3200
2025-11-07,Галерея Краснодар,cash,0
2025-11-07,Галерея Краснодар,non-cash,6450
2025-11-07,Грин Парк,cash,175
2025-11-07,Грин Парк,non-cash,4044
2025-11-07,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-11-07,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,1500
2025-11-07,Красная,cash,2000
2025-11-07,Красная,non-cash,9750
2025-11-07,Краснодар Оз Мол,cash,0
2025-11-07,Краснодар Оз Мол,non-cash,3450
2025-11-07,Советов,cash,700
2025-11-07,Советов,non-cash,3275
2025-11-07,Черноморский,cash,1200
2025-11-07,Черноморский,non-cash,3050
2025-11-08,Боба Рэббит,cash,1700
2025-11-08,Боба Рэббит,non-cash,8800
2025-11-08,Галерея Краснодар,cash,1300
2025-11-08,Галерея Краснодар,non-cash,9175
2025-11-08,Грин Парк,cash,4400
2025-11-08,Грин Парк,non-cash,9325
2025-11-08,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,2000
2025-11-08,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,1250
2025-11-08,Красная,cash,4200
2025-11-08,Красная,non-cash,18383
2025-11-08,Краснодар Оз Мол,cash,1850
2025-11-08,Краснодар Оз Мол,non-cash,4475
2025-11-08,Черноморский,cash,2950
2025-11-08,Черноморский,non-cash,10116
2025-11-09,Боба Рэббит,cash,1400
2025-11-09,Боба Рэббит,non-cash,12975
2025-11-09,Галерея Краснодар,cash,1300
2025-11-09,Галерея Краснодар,non-cash,5625
2025-11-09,Грин Парк,cash,2800
2025-11-09,Грин Парк,non-cash,14975
2025-11-09,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,2700
2025-11-09,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,6150
2025-11-09,Красная,cash,800
2025-11-09,Красная,non-cash,20800
2025-11-09,Краснодар Оз Мол,cash,4250
2025-11-09,Краснодар Оз Мол,non-cash,9200
2025-11-09,Советов,cash,0
2025-11-09,Советов,non-cash,6450
2025-11-09,Черноморский,cash,4700
2025-11-09,Черноморский,non-cash,5150
2025-11-10,Боба Рэббит,cash,60
2025-11-10,Боба Рэббит,non-cash,5050
2025-11-10,Галерея Краснодар,cash,0
2025-11-10,Галерея Краснодар,non-cash,5675
2025-11-10,Грин Парк,cash,800
2025-11-10,Грин Парк,non-cash,5525
2025-11-10,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,800
2025-11-10,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,2400
2025-11-10,Красная,cash,1725
2025-11-10,Красная,non-cash,10250
2025-11-10,Краснодар Оз Мол,cash,0
2025-11-10,Краснодар Оз Мол,non-cash,2650
2025-11-10,Советов,cash,400
2025-11-10,Советов,non-cash,2150
2025-11-10,Черноморский,cash,0
2025-11-10,Черноморский,non-cash,2950
2025-11-11,Боба Рэббит,cash,2675
2025-11-11,Боба Рэббит,non-cash,3450
2025-11-11,Галерея Краснодар,cash,0
2025-11-11,Галерея Краснодар,non-cash,2200
2025-11-11,Грин Парк,cash,1550
2025-11-11,Грин Парк,non-cash,8900
2025-11-11,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,600
2025-11-11,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,6260
2025-11-11,Красная,cash,2100
2025-11-11,Красная,non-cash,5610
2025-11-11,Краснодар Оз Мол,cash,625
2025-11-11,Краснодар Оз Мол,non-cash,2275
2025-11-11,Советов,cash,600
2025-11-11,Советов,non-cash,6700
2025-11-11,Черноморский,cash,850
2025-11-11,Черноморский,non-cash,2475
2025-11-12,Боба Рэббит,cash,950
2025-11-12,Боба Рэббит,non-cash,6700
2025-11-12,Галерея Краснодар,cash,2100
2025-11-12,Галерея Краснодар,non-cash,4250
2025-11-12,Грин Парк,cash,2180
2025-11-12,Грин Парк,non-cash,4125
2025-11-12,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-11-12,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,2650
2025-11-12,Красная,cash,300
2025-11-12,Красная,non-cash,9200
2025-11-12,Краснодар Оз Мол,cash,1600
2025-11-12,Краснодар Оз Мол,non-cash,850
2025-11-12,Советов,cash,1300
2025-11-12,Советов,non-cash,1550
2025-11-12,Черноморский,cash,0
2025-11-12,Черноморский,non-cash,1066
2025-11-13,Боба Рэббит,cash,2450
2025-11-13,Боба Рэббит,non-cash,5600
2025-11-13,Галерея Краснодар,cash,1500
2025-11-13,Галерея Краснодар,non-cash,4600
2025-11-13,Грин Парк,cash,3400
2025-11-13,Грин Парк,non-cash,3150
2025-11-13,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,1500
2025-11-13,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,1950
2025-11-13,Красная,cash,1400
2025-11-13,Красная,non-cash,11250
2025-11-13,Краснодар Оз Мол,cash,800
2025-11-13,Краснодар Оз Мол,non-cash,3825
2025-11-13,Советов,cash,1100
2025-11-13,Советов,non-cash,3375
2025-11-13,Черноморский,cash,600
2025-11-13,Черноморский,non-cash,1700
2025-11-14,Боба Рэббит,cash,1325
2025-11-14,Боба Рэббит,non-cash,7275
2025-11-14,Галерея Краснодар,cash,1211
2025-11-14,Галерея Краснодар,non-cash,3450
2025-11-14,Грин Парк,cash,1830
2025-11-14,Грин Парк,non-cash,12475
2025-11-14,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,1550
2025-11-14,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,3500
2025-11-14,Красная,cash,1870
2025-11-14,Красная,non-cash,11980
2025-11-14,Краснодар Оз Мол,cash,1495
2025-11-14,Краснодар Оз Мол,non-cash,4830
2025-11-14,Советов,cash,3100
2025-11-14,Советов,non-cash,6675
2025-11-14,Черноморский,cash,0
2025-11-14,Черноморский,non-cash,0
2025-11-15,Боба Рэббит,cash,1725
2025-11-15,Боба Рэббит,non-cash,15118
2025-11-15,Галерея Краснодар,cash,5000
2025-11-15,Галерея Краснодар,non-cash,7450
2025-11-15,Грин Парк,cash,3325
2025-11-15,Грин Парк,non-cash,16075
2025-11-15,КРАСНОДАР ВОЛОДЯ,cash,800
2025-11-15,КРАСНОДАР ВОЛОДЯ,non-cash,30
2025-11-15,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,3600
2025-11-15,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,9150
2025-11-15,КРАСНОДАР запасная касса,cash,800
2025-11-15,КРАСНОДАР запасная касса,non-cash,30
2025-11-15,Красная,cash,7550
2025-11-15,Красная,non-cash,22425
2025-11-15,Краснодар Оз Мол,cash,2158
2025-11-15,Краснодар Оз Мол,non-cash,11650
2025-11-15,Советов,cash,1325
2025-11-15,Советов,non-cash,12000
2025-11-15,Черноморский,cash,950
2025-11-15,Черноморский,non-cash,1800
2025-11-16,Боба Рэббит,cash,4175
2025-11-16,Боба Рэббит,non-cash,15025
2025-11-16,Галерея Краснодар,cash,2175
2025-11-16,Галерея Краснодар,non-cash,7000
2025-11-16,Грин Парк,cash,3300
2025-11-16,Грин Парк,non-cash,15025
2025-11-16,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,1210
2025-11-16,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,7275
2025-11-16,Красная,cash,6500
2025-11-16,Красная,non-cash,21150
2025-11-16,Краснодар Оз Мол,cash,1500
2025-11-16,Краснодар Оз Мол,non-cash,10500
2025-11-16,Советов,cash,1550
2025-11-16,Советов,non-cash,7400
2025-11-16,Черноморский,cash,450
2025-11-16,Черноморский,non-cash,5650
2025-11-17,БОБА РЭББИТ ВОЛОДЯ,cash,300
2025-11-17,БОБА РЭББИТ ВОЛОДЯ,non-cash,0
2025-11-17,Боба Рэббит,cash,450
2025-11-17,Боба Рэббит,non-cash,6550
2025-11-17,Галерея Краснодар,cash,800
2025-11-17,Галерея Краснодар,non-cash,3025
2025-11-17,Грин Парк,cash,1450
2025-11-17,Грин Парк,non-cash,5725
2025-11-17,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,350
2025-11-17,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,350
2025-11-17,Красная,cash,3275
2025-11-17,Красная,non-cash,8150
2025-11-17,Краснодар Оз Мол,cash,350
2025-11-17,Краснодар Оз Мол,non-cash,1590
2025-11-17,Советов,cash,450
2025-11-17,Советов,non-cash,3650
2025-11-17,Черноморский,cash,0
2025-11-17,Черноморский,non-cash,0
2025-11-18,БОБА РЭББИТ ВОЛОДЯ,cash,1100
2025-11-18,БОБА РЭББИТ ВОЛОДЯ,non-cash,1900
2025-11-18,Боба Рэббит,cash,0
2025-11-18,Боба Рэббит,non-cash,8375
2025-11-18,Галерея Краснодар,cash,150
2025-11-18,Галерея Краснодар,non-cash,2900
2025-11-18,Грин Парк,cash,2150
2025-11-18,Грин Парк,non-cash,7525
2025-11-18,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-11-18,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,4200
2025-11-18,Красная,cash,2850
2025-11-18,Красная,non-cash,7950
2025-11-18,Краснодар Оз Мол,cash,0
2025-11-18,Краснодар Оз Мол,non-cash,2175
2025-11-18,Советов,cash,250
2025-11-18,Советов,non-cash,6950
2025-11-18,Черноморский,cash,0
2025-11-18,Черноморский,non-cash,6
2025-11-19,БОБА РЭББИТ ВОЛОДЯ,cash,250
2025-11-19,БОБА РЭББИТ ВОЛОДЯ,non-cash,2100
2025-11-19,Боба Рэббит,cash,2950
2025-11-19,Боба Рэббит,non-cash,1550
2025-11-19,Галерея Краснодар,cash,1650
2025-11-19,Галерея Краснодар,non-cash,3655
2025-11-19,Геленджик,cash,0
2025-11-19,Геленджик,non-cash,1050
2025-11-19,Грин Парк,cash,1700
2025-11-19,Грин Парк,non-cash,2600
2025-11-19,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-11-19,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,400
2025-11-19,Красная,cash,3250
2025-11-19,Красная,non-cash,8150
2025-11-19,Краснодар Оз Мол,cash,250
2025-11-19,Краснодар Оз Мол,non-cash,125
2025-11-19,Советов,cash,525
2025-11-19,Советов,non-cash,3050
2025-11-19,Черноморский,cash,0
2025-11-19,Черноморский,non-cash,0
2025-11-20,БОБА РЭББИТ ВОЛОДЯ,cash,500
2025-11-20,БОБА РЭББИТ ВОЛОДЯ,non-cash,2125
2025-11-20,Боба Рэббит,cash,350
2025-11-20,Боба Рэббит,non-cash,4200
2025-11-20,Галерея Краснодар,cash,325
2025-11-20,Галерея Краснодар,non-cash,1675
2025-11-20,Геленджик,cash,0
2025-11-20,Геленджик,non-cash,0
2025-11-20,Грин Парк,cash,3250
2025-11-20,Грин Парк,non-cash,5100
2025-11-20,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-11-20,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,2260
2025-11-20,Красная,cash,800
2025-11-20,Красная,non-cash,7890
2025-11-20,Краснодар Оз Мол,cash,900
2025-11-20,Краснодар Оз Мол,non-cash,2100
2025-11-20,Советов,cash,350
2025-11-20,Советов,non-cash,7150
2025-11-21,БОБА РЭББИТ ВОЛОДЯ,cash,300
2025-11-21,БОБА РЭББИТ ВОЛОДЯ,non-cash,925
2025-11-21,Боба Рэббит,cash,0
2025-11-21,Боба Рэббит,non-cash,6100
2025-11-21,Галерея Краснодар,cash,1950
2025-11-21,Галерея Краснодар,non-cash,6760
2025-11-21,Геленджик,cash,0
2025-11-21,Геленджик,non-cash,1755
2025-11-21,Грин Парк,cash,800
2025-11-21,Грин Парк,non-cash,4150
2025-11-21,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,1150
2025-11-21,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,2230
2025-11-21,Красная,cash,3400
2025-11-21,Красная,non-cash,12475
2025-11-21,Краснодар Оз Мол,cash,0
2025-11-21,Краснодар Оз Мол,non-cash,2550
2025-11-21,Советов,cash,0
2025-11-21,Советов,non-cash,1650
2025-11-22,БОБА РЭББИТ ВОЛОДЯ,cash,0
2025-11-22,БОБА РЭББИТ ВОЛОДЯ,non-cash,4100
2025-11-22,Боба Рэббит,cash,550
2025-11-22,Боба Рэббит,non-cash,14325
2025-11-22,Галерея Краснодар,cash,4050
2025-11-22,Галерея Краснодар,non-cash,11820
2025-11-22,Геленджик,cash,2125
2025-11-22,Геленджик,non-cash,7775
2025-11-22,Грин Парк,cash,1480
2025-11-22,Грин Парк,non-cash,15475
2025-11-22,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,1050
2025-11-22,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,7875
2025-11-22,Красная,cash,5250
2025-11-22,Красная,non-cash,24800
2025-11-22,Краснодар Оз Мол,cash,800
2025-11-22,Краснодар Оз Мол,non-cash,6330
2025-11-22,Советов,cash,1650
2025-11-22,Советов,non-cash,12000
2025-11-23,БОБА РЭББИТ ВОЛОДЯ,cash,0
2025-11-23,БОБА РЭББИТ ВОЛОДЯ,non-cash,950
2025-11-23,Боба Рэббит,cash,1250
2025-11-23,Боба Рэббит,non-cash,10575
2025-11-23,Галерея Краснодар,cash,1100
